"ID";"Nimi";"Kokoelma";"Yleislaji";"Tyyppi";"Muistiinpanija";"Vuosi";"Sivu";"Tahtilaji";"Sävellaji";"Pitäjä";"Kylä";"Maakunta";"Lääni";"Sanat";"Kirjahuomiot";"Kommentit";"Samanlaisuus";"Intervalli";"Melodian suunta"
"kjs_0111";"""Hof-falssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shirgo/A. O. Väisänen";"1916";"58";"2/4";"g";"Impilahti";"Koivuselkä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 144-152, äänitteet: ph. 135 b";"terssi ja seksti neutraaleja";"";"+0-10+1+2+2-2-2+2+2+0-2-2-1+10-7+2-2-2+2+2+0+5-10+1+2+2-2-2+2+2+0-2-2-1+10-7+2-2-2+2+2-2+0+3+0-5+0+2+2+0-5+1+2+2-2-2+4+0-2+0+3+0-5+0+2+2+0-5+1+2+2-2-2+4+0-7+12-12+12-12+12-12+2+1+2+2-2-2+2+2+0-5+0+1+2+2+0+0-7+2+1+2+2-2-2+2+2+0-5+0+1+2+2+0-2+0+3-5+0+4+0-5+1+2+2-2-2-3+12-7+0+3-5+0+4+0-5+1+2+2-2-2-3+12-12+12-12+12-12+12";"rduuudduurdddududduuruduuudduurdddududduudrurdruurduuuddurdrurdruurduuuddurdudududuuuudduurdruuurrduuuudduurdruuurdrudrurduuudddudrudrurduuudddudududu"
"kjs_0112";"""hof-/fof-falssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"59";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152, äänitteet: ph 141 a";"muunnokset soitettu";"";"+0+0-5+2+1+2-2-1+1+2-3-4+2+2+1+4-4+2-3+3-7+2+2+1+2-2-1+1+2-3-4+2+2+1+4-2-3+3-5+2+1+2-2-1+1+2-3-4+2+2+1+4-4-1+1+2-3+3-5+2+1+2-2-1+1+2-3-4+2+2+1+4-4+2-2+0+4-4-1+0+3-3-2+2+1-1-2-2+4-4+4+1+0+4-2-2-1+0+1+2+0-3-2+2+1-1+0-2-2+4-4+4+1+0+7-5-2-1+0+8-5-3-2+2+1-1-2-2+4-4+4+1+0+4-4-1+0+3-3-2+2+1-1-2-2+4+3";"rrduuudduudduuuudududuuuudduudduuuudduduuudduudduuuudduududuuudduudduuuududruddrudduuddduduurudddruurdduudrdduduurudddruddduuddduduuruddrudduuddduu"
"kjs_0113";"""Saksan falssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"59";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"muunnokset soitettu";"";"+0-2+5+0-3+0-2+5+0-5+0+2+1-1-2-2+0+0+4+0-2+5+0-3+0-2+5+0-5+0+2+1-1-2-2+0+7-3+1+4+0+0-2-2-1+0+1+2+0-5+0+2+1-1-2-2+0+7-3+1+4-4+4-2-2-1+0+1+2+0-5+0+2+1-1-2-2+0+0";"rdurdrdurdruudddrrurdurdrdurdruudddruduurrdddruurdruudddruduududddruurdruudddrr"
"kjs_0114";"""Vanha sod´essi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"60";"2/4";"G";"Suistamo";"Suistamo";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"-3+3-3-4+0+4+3-3+3-3-4+0+2+0+2+1-1-2-2+4-4+4+3-3+3-3-4+0+4+3-3+3-3-4+0+2+0+2+1-1-2-2+4+3+0-3+1+4+0-2-2-1+0+1+2+0-5+0+2+1-1-2-2+4-4+0+4+1+4+0-2-2-1+0+1+2+0-5+0+2+1-1-2-2+4+3";"duddruududdruruuddduduududdruududdruruuddduurduurdddruurdruudddudruuurdddruurdruuddduu"
"kjs_0115";"Nyyhkytys";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"60";"2/4";"G";"Suistamo";"Suistamo";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"";"";"-2-1-4+7+0-2-1+3-5+2+1+2+0-2-1-2+5+0-2-1-4+7+0-2-1+3-5+2+1+2+0-2-1-2+5-2+4-4-1+3-3-2+2-9+10-1-2-2+4+3-3+1+4-4-1+3-3-2+2-9+10-1-2-2-5+12";"dddurdduduuurdddurdddurdduduuurdddududduddududdduuduudduddududdddu"
"kjs_0116";"Melkkuri";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Pesha Patronen/A. O. Väisänen";"1916";"60";"2/4";"G";"Korpiselkä(Korpiselka)";"Yläjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"muunnokset soitettu";"";"-7-1+3-5-7+7-2+4+1+4-4-1+0-2-7+12+5-3-2-3-2-7+12-3+1+4-4+2-3-2-7+12+5-7-1+3-5-7+9+3+2-9+5-1+3-5-7+12+5-7-1+3-5-7+12+2-9+5-1+3-5-7+12";"ddudduduuuddrdduuddddduduududdduuddudduuudududduuddudduudududdu"
"kjs_0117";"""Potvalssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Miinan Domi/A. O. Väisänen";"1917";"61";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"miksolyydinen";"";"+0-7+10-1-4+0+0+4-2+0-7+10-1-4+0+0+4+1+4-4+4-4-1+3-3+3-3-2-4+4+7-4-1-2-2+7-3+1+4-4+4-4-1+3-3+3-3-2-4+4+7-4-1-2+5";"rduddrrudrduddrruuududdududdduudddduduududdududdduudddu"
"kjs_0118";"""Ristakondra""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"61";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, äänitteet: ph. 147 a, prl. 10, 33-43";"2 ensimmäistä kertausta "" käytäntö"", viimeinen kertaus  ""pyöritys"". Osa muunnoksista soitettu";"";"+12-5-7+7-7+7+5-2-1-4+0+4+0-9+7-7+7+5-2-1-4+0+0+2-7+7-7+7+5-3-4+4-4+4+1-10+7-7+7+5-3-4+4+3-2+4+0-2-2-1+1+2-2-1+1-1-2+5-2-1-2-2+4+3-3+1+4+0-2-2-1+1+2-2-1+1-1-2+5-12+10-1-2-2+4+3";"udduduudddrurduduudddrrududuudduduududuudduudurddduudduddudddduuduurddduudduddududdduu"
"kjs_0119";"Melkutus l. siiputus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"62";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 126, äänitteet: prl. 11, 9-15";"muunnokset soitettu";"";"+0+3-1-2-2+4-4+4-9+12-12+10-1-2-2+4+3+0+0-2-1-2-2+4-4+4-2+0+3-1-2-2+4+3-2+4-4-8+8+4-4+2-12+9-4+4+3-3-4+5+4-4-5+5+4-4+2-12+9-4+4+3-3+1+4-4-8+8+4-4+2-12+9-4+7-3+1+4-4-8+8+4-4+2-3+3";"rudddududududdduurrddddududruddduududduudududuudduudduudududuuduudduududududuudduududu"
"kjs_0120";"""Fof-falssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. O. Väisänen";"1917";"62";"2/4";"G/g";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"doorinen, neutraali terssi";"";"+0+5-2-2+4-4-3+7-4-1+0+5-2-2+4-4+4-2+7-7+7-7+4-2-4+4-5+1+2+2-2-2+4-4+4-2+7-7+7-7+4-2-4+4-5+1+2+2-2-2+4+0";"ruddudduddruddudududududduduuuddudududududduduuuddur"
"kjs_0121";"""Fotfalssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. Launis";"1905";"62";"2/4";"G";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+0+5-2-1+3-7+7-5+0+5-2-1+3-7+7-2+4-4+4-4+2-3-4+7-5+2+1+2-2-1+3-7+7-2+4-4+4-4+2-3-4+7-5+2+1+2-2-1+3-7+7";"ruddududruddudududududduduuuddudududududduduuuddudu"
"kjs_0122";"""Potvalssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Shemeikka/A. Launis";"1905";"63";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+5-5-7+10+2-7+0+2+5-5-7+10+2-7+0+5+4+3-7-1+1-1+3-2+4+3-7-1+1-1+3-12+10+4+3-7-1+1-1+3-2+4+3-7-1+1-1+3-12+12-3+0-4+4+3-3-2+5-5-7+12-3+0-4+4+3-3-2+5-5-7";"udduudruudduudruuuddududuuddududuuuddududuuddudududrduudduddudrduuddudd"
"kjs_0123";"""Potvalssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Bogdanov/A. Launis";"1905";"63";"2/4";"G";"Harlu";"Läskelä";"Karjalan kannas";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"";"";"+7+5+4-2-7+10-1+3-19+16-4+4-2-7+10-1+3-19+16-4+4-2-7+10-1+3-19+16-4+4-2-7+10-1+3-19+16+3+0-2+4-4+4-2-2+2-2+7-7+7-5-2+0+2-3+1+4-4+4-2-2+2-2+7-7+7-5-2+0+2-3+1+4-4+4-2-2+0+2-3+1+7-7+7-3-4+2";"uuuddududududdududududdududududdududuurdududdudududdruduududdudududdruduududdruduududdu"
"kjs_0124";"""Fof-falssi""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"63";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"loppu: ""pyörähytys"". Muunnokset soitettu";"";"-2-3+0+3-1+3+0-2-3+0+3+2+0-2-3+0+3-1+3+0-2-3+0+3-1+3+0-2-3+0+3+2+0+2-2-2+4-4+4-4-1+3+0-2-3+0+3+2+0-2+4-4+4-4+4-4-1+3+0-2-3+0+3-1+3+0-2+4-4+4-4+4-4-1+3+0-2-3+0+3-1+3+0-2+4-4+4-4+4-4-1+3+0-2-3+0+3+2+0";"ddrudurddruurddrudurddrudurddruuruddududdurddruurdudududdurddrudurdudududdurddrudurdudududdurddruur"
"kjs_0125";"Tanssi kuuden kesken";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"64";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"";"";"+2+1-1-2-2+4+3-3-2+2+1-1-2-2+4+3-3-2+2+1-1-2-2+4+3-2+4-4-1+3-3-2+2+1-1-2-2+4+3-3+1+4-4-1+3-3-2+2+1-1-2+5-3+3";"uuddduudduuddduudduuddduududdudduuddduuduuddudduuddudu"
"kjs_0126";"Melkutus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Miinan Domi/A. O. Väisänen";"1917";"64";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"miksolyydinen. Käynti ensimmäinen kertaus, pyöritys toinen kertaus. Muunnokset soitettu";"";"+2+1+2-2-1-2-2+7-5+2+1+4-4-1-2-2+7-5+2+1+2-2-1-2-2+7-5+2+1+7-7-1-2-2+7-2+4-4+4-4-1+3-3+3-3-2+5-5+5-2-1-2-2+7-2+4-4+7-7-1+3-3+3-3-2+5-5+5-2-1-2+5";"uuudddduduuudddduduuudddduduuuddddudududdududdududdddudududdududdududddu"
"kjs_0127";"Melkutus";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"65";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"Osa muunnoksista soitettu";"";"+12-5+2+1-3+2+1+2-3-2+2+1-1-4+4+0-4+4-2+2+1-3+2+1+2-3-2+2+1-1-4+4+0-4+4+1+0+4-4-1+0+3-3-2+2+1-1-2+2+0-4+4+1+0+7-7-1+0+1+2+0+0-12+10-1-2+2+0+3";"uduuduuudduuddurduduuduuudduuddurduuruddrudduuddurduuruddruurrdudduru"
"kjs_0128";"Lippa";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Vanja Trofimov/A. O. Väisänen";"1925";"65";"2/4";"G";"Suojärvi";"Kuikkaniemi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 92";"muunnokset soitettu";"";"+2+1-1+1+2-5+2+1-1-2-2+0+2+2+1-1+1+2-5+2+1-1-2+2+0+1+0+4+0-2-2-1+0-2+2+1-1-2-2+0+5-5+9+0-2-2-1+0-2+2+1-1-2-2+0";"uuduuduudddruuuduuduuddurururdddrduudddrudurdddrduudddr"
"kjs_0129";"Vanha valssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"65";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 120, äänitteet: prl. 9, 20-27";"muunnokset soitettu";"";"+12-5+2+1+2-2-1-2+2+3-5+2+1+2-2-1-2+2+0-2+2+1+2-2-1-2+2+3-5+2+1+2-2-1-2+2+0+3-3+1+4-4-1-2+2+3-3+3-3+3-3+1+4-4-1-2+5-3+3-3+3-3+1+4-4-1-2+2+3-3+3-3+3-3+1+4-4-1-2+5-3+3-3+3-3+1+2-2-1+1+2-2+4-4-5+5+7-7-1-2+2+3+0+2-4-5+5+7-7-1-2+2+3-2+4-4-5+5+7-7-1-2+2+3+0+2-4-5+5+7-7-1-2+2+3-2+4-4-5+5+7-7-1-2+5";"uduuuddduuduuudddurduuuddduuduuuddduruduuddduudududuudddudududuuddduudududuudddudududuudduududduuddduurudduuddduududduuddduurudduuddduududduudddu"
"kjs_0130";"Vanha valssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"66";"2/4";"G/g";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152, äänitteet: ph.138 b, 141 b";"";"";"+2+1-3+2+3-3+3-3-2+2+1-3+2-2+2+3-3-2+2+1-3+2+3-3+3-3+1+4-4+7-3-2-2-1+1+2-3+1+4-4+4-2+0-2-1+1+2-3+1+4-4+7-3-2-2-1+1+2-3-4+12-7-5+5+7-7+4-2-2-1+1+2-3-7+15-7-8+8+7-7+4-2-2-1+1+2-3-4+12-7-5+5+7-7+4-2-2-1+1+2-3-7+12-12+12-2+0-2-1+1+2-3-7+12-12+12+0-2-2+2+2-2-2-1+1+2";"uuduududduududuudduuduududuududddduuduududrdduuduududddduuddudduududdduuddudduududdduuddudduududdduuddududrdduuddudurdduuddduu"
"kjs_0131";"Vanha valssi";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana I. Härkönen/A. O. Väisänen";"1917";"66";"2/4";"G";"Suistamo";"Äimäjärvi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"Doorinen, neutraali terssi. Käytäntö tahdit 3-5, pyöritys 6";"";"+12-2+2-2-2-1+5-2+2-2-2-1+5-5+1+4-5-7+10-2-1+1-1+1+4-2+2-2-2-1+5-2+7-7+7-7-2-1+5-4+2+4-4+4-4-2-1-2+7-2+7-7+7-7-2-1-2+7-2+4-4+4-4-2-1+5";"ududddududdduduuddudduduududddudududdduduududdddudududdddudududddu"
"kjs_0132";"Melkkuri";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"67";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"Silputus tahdit 2-4, Pyöritys 5";"";"+0-3+1-1-2+5-3+3-3+3-3+1-1-2+5-3+3-3+3-3+1-1-2+5-3+1+4-4+4-2-2-1-2+5-3+1+4-4+4-2-2-1-2+5";"rduddududududdududududduduududddduduududdddu"
"kjs_0133";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"67";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"muunnokset soitettu";"";"-7+7-2+4-2-7+7-2+4-2-7+7+5-2-1+3-5-7+7-2+4-2-7+7-2+4-2-7+7+5-2-1+3-2+0+4-4-1+0+3+0-5-7+7+5-2-1+3-2+0+4-4-1+0+3+0-5+2+1+2-2-1+3";"dududdududduudduddududdududduuddudruddrurdduuddudruddrurduuuddu"
"kjs_0134";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"67";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 120, äänitteet: prl. 9, 40-45";"muunnokset soitettu";"";"+12-5-7+7-2+4-2-7+7-2+4-2+0+5+0-2-1+3-3+0-2-2+4-2-7+7-2+4-2+0+5+0-2-1+0-4+0+4+1+0+4+0-5+0+3+0-5+0+5-2-1+3-3+0+1+4+0-5-9+9+3+0-5+0+5-2-1+3-2-10+10+4+0-5+0+3+0-5+0+5-2-1+3";"uddududdududrurddudrdduddududrurddrdruururdrurdruddudruurdduurdruddudduurdrurdruddu"
"kjs_0135";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"68";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 120";"muunnokset soitettu";"";"+12-5-7+7-2+4-2-7+7-2+4-2+0+5+0-2-1+3-5-7+7-2+4-2-7+7-2+4-2-7+7+5+0-2-1+3-2-8+8+4-4-1+0+3+0-5+0+5-2-1+3-2-8+8+4-4-1-9+9+3+0-5-7+7+5-2-1+3";"uddududdududrurdduddududdududduurddudduuddrurdruddudduuddduurdduuddu"
"kjs_0136";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Artjamei Kyyrönen/A. O. Väisänen";"1916";"68";"2/4";"G";"Suistamo";"Muuanto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"Tiider letskoa, tiider letskoa, Kuokan Masan niskoa. Eigä pure eigä potkoa eigä vettä viskoa.";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"muunnokset soitettu";"Kantele- ja jouhikkosävelmät: [1]";"+7+2-2-2+0+2+2-2-2+0+2+0+5-2-1-4+2+2-2-2+0+2+2-2-2+0+2+2+3-2-1-4+4+1+2-2-1-2-2+0+2+0+5-2-1-4+2+2+3-2-1-2-2+0+2+0+5-2-1-4";"uuddruuddruruddduuddruuddruuuddduuuddddruruddduuuddddruruddd"
"kjs_0137";"""Let´ska""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Hilppa Vornanen/A. O. Väisänen";"1916";"69";"2/4";"G";"Korpiselkä(Korpiselka)";"Ristsalmi";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"Tiiter letska, tiiter letska, käygee, tytöt, letskaan! Eigä pure eigä potkoa eigä vettä viskoa.";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"muunnokset soitettu";"Kantele- ja jouhikkosävelmät: [1]";"+2-7+7-2+0+2-7+7-2+0+2+2+1+2-2-1-4+2-7+7-2+0+2-7+7-2+0+2+2+1+2-2-1-4+5+0+4+0-5+0+3+0-5+2+1+2-2-1-4+5+0+4+0-2-3+0+3+0-5+2+1+2-2-1-4";"ududrududruuuudddududrududruuuudddururdrurduuudddururddrurduuuddd"
"kjs_0138";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Miinan Domi/A. O. Väisänen";"1917";"69";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"Käynti ensimäinen kertaus, pyöritys toinen kertaus";"";"-7+7-2+0+4-2-7+7-2+0+4-2+2+1+2-2-1-4+2-7+7-2+0+4-2-7+7-2+0+4-2+2+1+2-2-1-4+5+0+4+0-4-1+1+2+0-5+0+5-2-1-2-2+0+5+2+2+0-4+2+0-2+2+0-5+0+5+0-2-1+0-4+0+5+0+4+0-4-1+1+2+0-5+0+5-2-1-4";"dudruddudruduuudddududruddudruduuudddururdduurdruddddruuurdurdurdrurddrdrururdduurdruddd"
"kjs_0139";"""Tiider letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Timo Lipitshä/A. O. Väisänen";"1917";"69";"2/4";"G";"Suistamo";"Koitto";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella";"muunnokset soitettu. Variaatio, 139var.mus";"";"-7+7-2+4-2-7+7-2+4-2-7+7+5+0-2-1+3-5-7+7-2+4-2-7+7-2+4-2+0+5-3+0+3-2-5+9-4-1+1+2-3-2+2+1+2-3-4+5-5+9-4-1+1+2-3-2+2+1+2-3-4";"dududdududduurdduddududdududrudruddudduudduuuddududduudduuudd"
"kjs_0140";"""Vanha letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"70";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 138, äänitteet: prl. 61, 9-11";"muunnokset soitettu";"";"+12-5-7+5+4-2-7+5+4+1+2-2-1-2-2+4-2+3-5+4-2+0-2+4+1+2-2-1-2+5-2+0+4+0-4+2+0-2+2-2-1-2-2+4+1+0+2+2+0-4+2+0-2+2-2-1-2+5";"udduudduuuuddddudududrduuudddudrurdurdudddduuruurdurdudddu"
"kjs_0141";"""Letshka""";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Teppana Jänis/A. O. Väisänen";"1916";"70";"2/4";"G";"Suistamo";"Maisu";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 138, äänitteet: ph. 141 c";"";"";"-7+7-2+0+2-7+7-2+0+2+0+5+0-2-1-4+2-7+7-2+0+2-7+7-2+0+2+0+5+0-2-1-4+5+0+4+0-5+0+3+0-5+2+1+2-3-4+4+1+0+4+0-5+0+3+0-5+2+1+2-3-4";"dudrududrururdddududrududrururdddururdrurduuudduururdrurduuudd"
"kjs_0142";"Hoirola";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Mishukka/A. O. Väisänen";"1916";"71";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 138, äänitteet: pr. 9, 0-11";"";"";"-5+3-1+3-3+1+2-2-1+3-5+5-5-5+2+1+4+3-5+3-1+3-3-9+10-1-2-2+4-2+5-5-5+2+1+4+3+5-5-2-3+3-1-4+2+5-5-5+2+1+4+3-12+14-2-2-1-2-2+4-2-3+3-5+2+1+4+3";"dududuuddududduuuudududdudddududduuuuudddudduudduuuududddddudduduuuu"
"kjs_0143";"Kynkkäkisa";"Kantele- ja jouhikkosävelmät";"Tanssisävelmiä";"4-iskuiset säkeet";"Iivana Lösönen/A. O. Väisänen";"1916";"71";"2/4";"G";"Suistamo";"Leppäsyrjä";"Laatokan Karjala";"Karjalan, Inkerin, ym. alueet";"";"soittotapa: Yhdysasentoinen, soitin: Useampikielisellä kanteleella, tempo: 152";"";"";"-1+3-5-7+5+4-2+0+3-1+3-5-7+12-2-1+3-5-7+5+4-2+0+3-1+3-5-7+12+0-2-1-2-2+4-2-7+5+4+3-2-1-2-2+4-2-7+5+4+3-2-1-2-2+4-2-7+12";"dudduudrududduddudduudrududdurddddudduuuddddudduuudddduddu"
